Title,ShortTitle,CallNumber,CatalogedGenre,Facsimile,TPDate,DateCert,CatalogedDate,MapDate,TPCity,LocationFromImprint,CatalogedCity,RegularizedStreetAddress,GeoCodeAddress,GeoLat,GeoLong,LicenseStatement,Registration,Author,Printer,Bookseller,Publisher,Contributor,Compiler,Reprint,Edition,Archive,Link
Affecting history of an inn-keeper in Normandy ,,104184258,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184258
"Honest debtor, or, The virtuous man struggling with, rising superior to, and overcoming misfortune ",,104184259,Wit and humor,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184259
"Short stories for little folks, or, Little tales calculated to excite juvenile minds to the love and practice of virtue ",,104184260,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184260
Power of affection ,,104184261,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184261
"Little fabulist, or, Select fables ",,104184262,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,"Dodsley, Robert, 1703-1764",,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184262
Instructor ,,104184263,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184263
"Antidote to superstition, or, A cure for those weak minds which are troubled with the fear of, ghosts and witches ",,104184264,Apparitions,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184264
"Maria, or, The wanderer reclaim'd ",,104184265,Street life,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184265
"Evening walk, with suitable reflections ",,104184266,Wit and humor,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184266
Slave trade ,,104184267,Slavery,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184267
Generous libertine ,,104184268,Slavery,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184268
Counsels to young men ,,104184269,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184269
Serious thoughts for the living ,,104184270,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184270
Reflections among the monuments ,,104184271,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184271
Moral tales ,,104184272,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184272
"Drunken husband, or, The fatal effects of drunkenness ",,104184273,Temperance,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184273
New riddle book ,,104184215,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184215
Burning mountains ,,104184218,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,G. Miller,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184218
"Account of some imaginary apparitions, the effects of fear or fraud ",,104184221,Apparitions,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,G. Miller,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184221
Comical sayings of Pady from Cork ,,104184222,Wit and humor,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,G. Miller,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184222
"Magdalen, or, The history of a reform'd prostitute ",,104184224,Prostitution,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184224
True humanity usefully exerted ,,104184225,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184225
"Death bed, or, Patience & resignation (to the will of God) displayed ",,104184226,Last words,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184226
"Tales of instruction, in verse and prose ",,104184257,Religion & morality,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184257
Deserter ,,104184216,Suicide,Y,,circa,1795,1795-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184216
Emigrant ,,104184116,Emigration and immigration,Y,1796,verified,1796,1796-01-01,Edinburgh,No 4 Horse Wynd,Edinburgh,"4 Horse Wynd, Edinburgh, Scotland","Horse Wynd, Edinburgh, Scotland, United Kingdom",55.952077,-3.173833,,,Henry Erskine; T. Smollett,J. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184116
"Oration on the virtues of the old women, and the pride of the young ",,104186967,Marriage,Y,MDCCXCVI,verified,1796,1796-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186967
Four songs ,,104186243,Scotland/Scots,Y,,specified,1796,1796-01-01,Kilmarnock,,Kilmarnock,"Kilmarnock, Scotland","Kilmarnock, Scotland, United Kingdom",55.607296,-4.501386,,,,the Booksellers,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186243
Events & appearances of the present times ,,104184537,Religion & morality,Y,1797,verified,1797,1797-01-01,Edinburgh,No 4 Horse Wynd,Edinburgh,"4 Horse Wynd, Edinburgh, Scotland","Horse Wynd, Edinburgh, Scotland, United Kingdom",55.952077,-3.173833,Edinburgh,,,,J. Robertson,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184537
Witty and entertaining exploits of George Buchanan ,,104186945,Wit and humor,Y,MDCCXCVII,verified,1797,1797-01-01,,,,,,,,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186945
Two original poems ,,104185840,Scotland/Scots,Y,,specified,1797,1797-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Robert Burns,,Brash & Reid,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185840
Peasant of Auburn ,,104185843,Emigration and immigration,Y,,specified,1797,1797-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,Brash & Reid,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185843
Secret of the Order of Free Masons and the ceremonies observed at the reception of members into it ,,104187183,Freemasonry,Y,,,1797,1797-01-01,,,,,,,,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187183
Copy of a letter written by David M'Roberts to his wife two days before his execution ,,104184214,Executions and executioners,Y,1798,verified,1798,1798-01-01,Dumfries,,Dumfries,"Dumfries, Scotland","Dumfries, Scotland, United Kingdom",55.068632,-3.608237,,,David McRoberts,C. M'Lachlan,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184214
Prophecies of Thomas Rymer ,,104187037,Prophecies,Y,"M,DCC,XCVIII",verified,1798,1798-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Allan Boyd,T. Johnston,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187037
"Parent's pious gift, or, A choice present for children ",,104186456,Religion & morality,Y,1798,verified,1798,1798-01-01,Stirling,,Stirling,"Stirling, Scotland","Stirling, Scotland, United Kingdom",56.281067,-4.436736,,,,C. Randall,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186456
Prophecies of Thomas Rymer ,,104186519,Prophecies,Y,"M,DCC,XCVIII",verified,1798,1798-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Allan Boyd,T. Johnston,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186519
"Speech of King Robert the Bruce to his troops, to urge them on to fight with King Edward II. and his formidable host, at the ever memorable Battle of Bannockburn, fought on the 25th of June, 1314 ",,104185844,Kings and rulers,Y,,specified,1798,1798-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Robert Burns,Brash & Reid,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185844
History of the king and the cobler ,,104185299,Kings and rulers,Y,MDCCXCVIII,verified,1798,1798-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185299
"Vice punished, and virtue rewarded ",,104185302,Occupations,Y,MDCCXCVIII,verified,1798,1798-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. and M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185302
History of Botany-Bay ,,104184963,Crime & punishment,Y,1798,verified,1798,1798-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,T Johnston,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184963
Duke of Gordon's daughters ,,104184202,Courtship & seduction,Y,,circa,1798,1798-01-01,Dumfries,,Dumfries,"Dumfries, Scotland","Dumfries, Scotland, United Kingdom",55.068632,-3.608237,,,,Cuthbert M'Lachlan,John Sinclair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184202
Duke of Gordon's daughters ,,104187033,Courtship & seduction,Y,,circa,1798,1798-01-01,Dumfries,,Dumfries,"Dumfries, Scotland","Dumfries, Scotland, United Kingdom",55.068632,-3.608237,,,,Cuthbert M'Lachlan,John Sinclair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187033
Life and prophecies of the Reverend Mr Alexander Peden ,,104184591,Covenanters,Y,MDCCXCIX,verified,1799,1799-01-01,Edinburgh,"Fast Campbell's Close, Cowgate",Edinburgh,"Fast Campbell's Close, Cowgate, Edinburgh, Scotland","Cowgate, Edinburgh, Scotland, United Kingdom",55.948598,-3.188333,,,"Walker, Patrick, 1666?-1745?","Morren, John, active 1784-1822",,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184591
"Little book of knowledge, or, The country man's choice companion ",,104184217,Curiosities and wonders,Y,,specified,1799,1799-01-01,Dunbar,High-street ,Dunbar,"High-street , Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,G. Miller,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184217
"Account of a dreadful hurricane which happened in the island of Jamaica, in the month of October, 1780 ",,104184219,Curiosities and wonders,Y,,specified,1799,1799-01-01,Dunbar,,Dunbar,"Dunbar, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,G. Miller,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184219
Elegy on the year eighty-eight ,,104184114,Elegiac poetry,Y,1799,verified,1799,1799-01-01,Edinburgh,Craig's close,Edinburgh,"Craig's close, Edinburgh, Scotland","Craig's Close, Edinburgh, Scotland, United Kingdom",55.950822,-3.190019,,,Robert Burns,David Willison,George Gray,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184114
Account of several remarkable earthquakes which have happened in various quarters of the world ,,104186941,Curiosities and wonders,Y,1800,verified,1799,1799-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186941
History of John Cheap the chapman ,,104186942,Occupations,Y,1799,verified,1799,1799-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186942
Renowned history of the seven champions of Christendom ,,104186943,Religion & morality,Y,1799,verified,1799,1799-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186943
History of the destruction of Troy ,,104186946,War,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186946
"Life and adventures of Sir William Wallace, General and Governor of Scotland ",,104186947,Scotland/Scots,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186947
Witty and entertaining exploits of George Buchanan ,,104186543,Wit and humor,Y,"M,DCC,XCIX",verified,1799,1799-01-01,Stirling,,Stirling,"Stirling, Scotland","Stirling, Scotland, United Kingdom",56.281067,-4.436736,,,,C. Randall,C. Randall,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186543
"Fun upon fun, or, The comical merry tricks of Leper the taylor ",,104186554,Wit and humor,Y,"M,DCC,XCIX",verified,1799,1799-01-01,Stirling,,Stirling,"Stirling, Scotland","Stirling, Scotland, United Kingdom",56.281067,-4.436736,,,,C. Randall,C. Randall,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186554
"Visions, discoveries and warnings of the dreadful and terrible judgements upon Scotland, England and Ireland ",,104186560,Prophecies,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186560
London barber's wedding ,,104185841,Marriage,Y,,specified,1799,1799-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,Brash & Reid,Brash & Reid,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185841
"Wandering shepherdess, or, the betrayed damsel ",,104185365,Murders,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185365
"Blythsome bridal, or, the lass wi' the gowden hair ",,104185366,Marriage,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185366
Lass of Ocram ,,104185383,Courtship & seduction,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185383
Constant swain ,,104185384,Courtship & seduction,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185384
"Oxfordshire tragedy, or, The virgin's advice ",,104185385,Murders,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185385
Christ's kirk on the green ,,104185478,Wit and humor,Y,MDCCXCIX,verified,1799,1799-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,King James the Fifth,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185478
Jeany Diver ,,104185350,Street life,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185350
Old Scots song ,,104185351,Scotland/Scots,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185351
Rambling boy with The answer ,,104185352,Wit and humor,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185352
"Three herring in sa't, with The answer ",,104185353,Wit and humor,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185353
"Constant lover's happy meeting, or, The faithful soldier's return ",,104185354,Soldiers and sailors,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185354
Wat'ry god ,,104185355,Kings and rulers,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185355
Dandy---o ,,104185356,Clothing and dress,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185356
Innocent maid in Bedlam ,,104185357,Marriage,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185357
Factor's garland ,,104185358,Adventures and adventurers,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. and M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185358
Disappointed sailor ,,104185359,Soldiers and sailors,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185359
Jolly miller ,,104185360,Wit and humor,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185360
"Slighted father, or, the unnatural son justly reclaim'd ",,104185361,Religion & morality,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185361
Shepherd's daughter ,,104185363,Courtship & seduction,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. and M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185363
"Tar metamorphosed, or, The esquire tricked ",,104185364,Soldiers and sailors,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185364
History of Fortunatus ,,104185304,Adventures and adventurers,Y,MDCCXCIX,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. and M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185304
History of the destruction of Troy ,,104185305,War,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. and M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185305
"History of Nicolas Pedrosa, and his escape from the Inquisition in Madrid ",,104185306,Religion & morality,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185306
"History of the four kings of Canterbury, Colchester, Cornwall, & Cumberland ",,104185309,Kings and rulers,Y,1799,verified,1799,1799-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185309
